item_id,recent_7_day_avg,previous_7_day_avg,growth_percent,trend
FOODS_1_085,9.714285714285714,7.428571428571429,30.769230769230756,Increasing
FOODS_1_086,8.285714285714286,1.5714285714285714,427.27272727272737,Increasing
FOODS_1_087,3.142857142857143,2.857142857142857,9.999999999999995,Increasing
FOODS_1_088,2.2857142857142856,1.0,128.57142857142856,Increasing
FOODS_1_089,0.5714285714285714,1.1428571428571428,-50.0,Decreasing
FOODS_1_090,1.1428571428571428,0.8571428571428571,33.33333333333333,Increasing
FOODS_1_091,0.0,0.0,0.0,Stable
FOODS_1_092,1.5714285714285714,0.5714285714285714,175.0,Increasing
FOODS_1_093,0.14285714285714285,0.2857142857142857,-50.0,Decreasing
FOODS_1_094,0.7142857142857143,0.8571428571428571,-16.66666666666666,Decreasing
FOODS_1_095,0.0,0.14285714285714285,-100.0,Decreasing
FOODS_1_096,0.42857142857142855,0.8571428571428571,-50.0,Decreasing
FOODS_1_097,2.2857142857142856,1.2857142857142858,77.77777777777776,Increasing
FOODS_1_098,0.0,0.42857142857142855,-100.0,Decreasing
FOODS_1_099,10.428571428571429,3.7142857142857144,180.76923076923077,Increasing
FOODS_1_101,0.0,0.0,0.0,Stable
FOODS_1_102,0.14285714285714285,0.42857142857142855,-66.66666666666666,Decreasing
