date,item_id,store_id,dept_id,cat_id,sales,predicted_sales,absolute_error
2016-03-28,FOODS_1_072,CA_1,FOODS_1,FOODS,0,0.03547121,0.03547120839357376
2016-03-28,FOODS_1_073,CA_1,FOODS_1,FOODS,0,0.8185619,0.8185619115829468
2016-03-28,FOODS_1_074,CA_1,FOODS_1,FOODS,1,1.5397809,0.539780855178833
2016-03-28,FOODS_1_075,CA_1,FOODS_1,FOODS,1,1.6984155,0.6984155178070068
2016-03-28,FOODS_1_076,CA_1,FOODS_1,FOODS,1,1.3181355,0.31813549995422363
2016-03-28,FOODS_1_077,CA_1,FOODS_1,FOODS,0,0.15190923,0.1519092321395874
2016-03-28,FOODS_1_078,CA_1,FOODS_1,FOODS,5,0.6503749,4.349625110626221
2016-03-28,FOODS_1_079,CA_1,FOODS_1,FOODS,0,0.1908062,0.19080619513988495
2016-03-28,FOODS_1_080,CA_1,FOODS_1,FOODS,0,0.81750476,0.8175047636032104
2016-03-28,FOODS_1_081,CA_1,FOODS_1,FOODS,0,0.9938938,0.9938938021659851
2016-03-28,FOODS_1_082,CA_1,FOODS_1,FOODS,2,7.8975987,5.897598743438721
2016-03-28,FOODS_1_083,CA_1,FOODS_1,FOODS,3,1.2010777,1.7989223003387451
2016-03-28,FOODS_1_084,CA_1,FOODS_1,FOODS,0,0.03547121,0.03547120839357376
2016-03-28,FOODS_1_085,CA_1,FOODS_1,FOODS,2,8.538951,6.5389509201049805
2016-03-28,FOODS_1_086,CA_1,FOODS_1,FOODS,2,5.053283,3.053283214569092
2016-03-28,FOODS_1_087,CA_1,FOODS_1,FOODS,1,2.215356,1.2153561115264893
2016-03-28,FOODS_1_088,CA_1,FOODS_1,FOODS,0,1.4969783,1.4969782829284668
2016-03-28,FOODS_1_089,CA_1,FOODS_1,FOODS,0,0.6039142,0.603914201259613
2016-03-28,FOODS_1_090,CA_1,FOODS_1,FOODS,1,0.9209943,0.07900571823120117
2016-03-28,FOODS_1_091,CA_1,FOODS_1,FOODS,0,0.03085813,0.030858129262924194
2016-03-28,FOODS_1_092,CA_1,FOODS_1,FOODS,0,1.3647263,1.3647263050079346
2016-03-28,FOODS_1_093,CA_1,FOODS_1,FOODS,0,0.40147042,0.401470422744751
2016-03-28,FOODS_1_094,CA_1,FOODS_1,FOODS,0,0.9767936,0.9767935872077942
2016-03-28,FOODS_1_095,CA_1,FOODS_1,FOODS,1,0.6127874,0.3872125744819641
2016-03-28,FOODS_1_096,CA_1,FOODS_1,FOODS,2,0.3578778,1.642122209072113
2016-03-28,FOODS_1_097,CA_1,FOODS_1,FOODS,1,1.896235,0.8962349891662598
2016-03-28,FOODS_1_098,CA_1,FOODS_1,FOODS,1,0.12065303,0.8793469667434692
2016-03-28,FOODS_1_099,CA_1,FOODS_1,FOODS,11,8.462155,2.537844657897949
2016-03-28,FOODS_1_101,CA_1,FOODS_1,FOODS,0,0.0335937,0.03359369933605194
2016-03-28,FOODS_1_102,CA_1,FOODS_1,FOODS,0,0.6288789,0.6288788914680481
2016-03-29,FOODS_1_001,CA_1,FOODS_1,FOODS,1,0.9871219,0.012878119945526123
2016-03-29,FOODS_1_002,CA_1,FOODS_1,FOODS,1,0.483978,0.5160219967365265
2016-03-29,FOODS_1_003,CA_1,FOODS_1,FOODS,0,0.9751127,0.9751126766204834
2016-03-29,FOODS_1_004,CA_1,FOODS_1,FOODS,0,0.04011053,0.04011052846908569
2016-03-29,FOODS_1_005,CA_1,FOODS_1,FOODS,1,1.2714242,0.27142417430877686
2016-03-29,FOODS_1_006,CA_1,FOODS_1,FOODS,0,1.5952362,1.5952361822128296
2016-03-29,FOODS_1_008,CA_1,FOODS_1,FOODS,0,0.5027555,0.5027555227279663
2016-03-29,FOODS_1_009,CA_1,FOODS_1,FOODS,0,0.037374947,0.03737494722008705
2016-03-29,FOODS_1_010,CA_1,FOODS_1,FOODS,0,0.15314545,0.1531454473733902
2016-03-29,FOODS_1_011,CA_1,FOODS_1,FOODS,3,0.82858944,2.17141056060791
2016-03-29,FOODS_1_012,CA_1,FOODS_1,FOODS,2,2.7903626,0.7903625965118408
2016-03-29,FOODS_1_013,CA_1,FOODS_1,FOODS,0,1.6354092,1.6354092359542847
2016-03-29,FOODS_1_014,CA_1,FOODS_1,FOODS,0,1.6320299,1.6320298910140991
2016-03-29,FOODS_1_015,CA_1,FOODS_1,FOODS,1,0.68170446,0.31829553842544556
2016-03-29,FOODS_1_016,CA_1,FOODS_1,FOODS,0,0.099314645,0.09931464493274689
2016-03-29,FOODS_1_017,CA_1,FOODS_1,FOODS,1,0.78378737,0.21621263027191162
2016-03-29,FOODS_1_018,CA_1,FOODS_1,FOODS,4,8.804791,4.804791450500488
2016-03-29,FOODS_1_019,CA_1,FOODS_1,FOODS,3,7.083741,4.083741188049316
2016-03-29,FOODS_1_020,CA_1,FOODS_1,FOODS,0,0.98671454,0.9867145419120789
2016-03-29,FOODS_1_021,CA_1,FOODS_1,FOODS,3,1.4283696,1.5716303586959839
2016-03-29,FOODS_1_022,CA_1,FOODS_1,FOODS,0,0.041988038,0.04198803752660751
2016-03-29,FOODS_1_023,CA_1,FOODS_1,FOODS,1,1.0521544,0.05215442180633545
2016-03-29,FOODS_1_024,CA_1,FOODS_1,FOODS,0,0.5785906,0.5785905718803406
2016-03-29,FOODS_1_025,CA_1,FOODS_1,FOODS,0,0.09014727,0.09014727175235748
2016-03-29,FOODS_1_026,CA_1,FOODS_1,FOODS,0,0.04436843,0.044368430972099304
2016-03-29,FOODS_1_027,CA_1,FOODS_1,FOODS,0,1.6098773,1.609877347946167
2016-03-29,FOODS_1_028,CA_1,FOODS_1,FOODS,0,0.039123267,0.03912326693534851
2016-03-29,FOODS_1_029,CA_1,FOODS_1,FOODS,0,0.5811918,0.5811917781829834
2016-03-29,FOODS_1_030,CA_1,FOODS_1,FOODS,0,0.698117,0.6981170177459717
2016-03-29,FOODS_1_031,CA_1,FOODS_1,FOODS,2,0.9429998,1.05700021982193
2016-03-29,FOODS_1_032,CA_1,FOODS_1,FOODS,0,1.79926,1.7992600202560425
2016-03-29,FOODS_1_033,CA_1,FOODS_1,FOODS,1,0.8073279,0.19267207384109497
2016-03-29,FOODS_1_034,CA_1,FOODS_1,FOODS,0,0.4332376,0.43323761224746704
2016-03-29,FOODS_1_035,CA_1,FOODS_1,FOODS,5,1.3334061,3.666593909263611
2016-03-29,FOODS_1_036,CA_1,FOODS_1,FOODS,0,1.8445982,1.8445981740951538
2016-03-29,FOODS_1_037,CA_1,FOODS_1,FOODS,0,1.840518,1.8405179977416992
2016-03-29,FOODS_1_038,CA_1,FOODS_1,FOODS,0,0.3797494,0.3797493875026703
2016-03-29,FOODS_1_039,CA_1,FOODS_1,FOODS,1,0.66211164,0.33788836002349854
2016-03-29,FOODS_1_040,CA_1,FOODS_1,FOODS,1,1.9779719,0.9779719114303589
2016-03-29,FOODS_1_041,CA_1,FOODS_1,FOODS,0,1.0023398,1.0023398399353027
2016-03-29,FOODS_1_042,CA_1,FOODS_1,FOODS,2,3.1380928,1.1380927562713623
2016-03-29,FOODS_1_043,CA_1,FOODS_1,FOODS,0,0.04011053,0.04011052846908569
2016-03-29,FOODS_1_044,CA_1,FOODS_1,FOODS,0,0.039123267,0.03912326693534851
2016-03-29,FOODS_1_045,CA_1,FOODS_1,FOODS,0,1.8158338,1.8158338069915771
2016-03-29,FOODS_1_046,CA_1,FOODS_1,FOODS,3,7.6580243,4.658024311065674
2016-03-29,FOODS_1_047,CA_1,FOODS_1,FOODS,0,0.77539665,0.7753966450691223
2016-03-29,FOODS_1_048,CA_1,FOODS_1,FOODS,0,0.44972202,0.449722021818161
2016-03-29,FOODS_1_049,CA_1,FOODS_1,FOODS,0,1.0055201,1.0055201053619385
2016-03-29,FOODS_1_050,CA_1,FOODS_1,FOODS,1,1.0041054,0.0041054487228393555
2016-03-29,FOODS_1_051,CA_1,FOODS_1,FOODS,0,0.5466287,0.5466287136077881
2016-03-29,FOODS_1_052,CA_1,FOODS_1,FOODS,1,1.2256582,0.22565817832946777
2016-03-29,FOODS_1_053,CA_1,FOODS_1,FOODS,0,0.23111902,0.23111902177333832
2016-03-29,FOODS_1_054,CA_1,FOODS_1,FOODS,3,1.5769881,1.4230118989944458
2016-03-29,FOODS_1_055,CA_1,FOODS_1,FOODS,0,1.914999,1.914999008178711
2016-03-29,FOODS_1_056,CA_1,FOODS_1,FOODS,0,0.037374947,0.03737494722008705
2016-03-29,FOODS_1_057,CA_1,FOODS_1,FOODS,0,0.037374947,0.03737494722008705
2016-03-29,FOODS_1_058,CA_1,FOODS_1,FOODS,0,0.04011053,0.04011052846908569
2016-03-29,FOODS_1_059,CA_1,FOODS_1,FOODS,0,0.17169741,0.17169740796089172
2016-03-29,FOODS_1_060,CA_1,FOODS_1,FOODS,0,0.844245,0.8442450165748596
2016-03-29,FOODS_1_061,CA_1,FOODS_1,FOODS,0,1.8397024,1.8397023677825928
2016-03-29,FOODS_1_062,CA_1,FOODS_1,FOODS,0,1.3390414,1.3390413522720337
2016-03-29,FOODS_1_063,CA_1,FOODS_1,FOODS,2,0.9772649,1.0227351188659668
2016-03-29,FOODS_1_064,CA_1,FOODS_1,FOODS,0,1.0840861,1.0840860605239868
2016-03-29,FOODS_1_065,CA_1,FOODS_1,FOODS,0,0.49816102,0.4981610178947449
2016-03-29,FOODS_1_066,CA_1,FOODS_1,FOODS,0,1.2627132,1.2627131938934326
2016-03-29,FOODS_1_067,CA_1,FOODS_1,FOODS,4,1.8278251,2.1721749305725098
2016-03-29,FOODS_1_068,CA_1,FOODS_1,FOODS,0,0.23890363,0.23890362679958344
2016-03-29,FOODS_1_069,CA_1,FOODS_1,FOODS,1,2.082606,1.0826060771942139
2016-03-29,FOODS_1_070,CA_1,FOODS_1,FOODS,0,0.6965391,0.6965391039848328
2016-03-29,FOODS_1_071,CA_1,FOODS_1,FOODS,0,1.0355359,1.0355359315872192
2016-03-29,FOODS_1_072,CA_1,FOODS_1,FOODS,0,0.041988038,0.04198803752660751
2016-03-29,FOODS_1_073,CA_1,FOODS_1,FOODS,1,0.82493657,0.17506343126296997
2016-03-29,FOODS_1_074,CA_1,FOODS_1,FOODS,2,1.5274922,0.4725078344345093
2016-03-29,FOODS_1_075,CA_1,FOODS_1,FOODS,0,1.5025873,1.5025873184204102
2016-03-29,FOODS_1_076,CA_1,FOODS_1,FOODS,1,1.280914,0.28091394901275635
2016-03-29,FOODS_1_077,CA_1,FOODS_1,FOODS,0,0.16007096,0.16007095575332642
2016-03-29,FOODS_1_078,CA_1,FOODS_1,FOODS,2,1.3162336,0.6837663650512695
2016-03-29,FOODS_1_079,CA_1,FOODS_1,FOODS,0,0.19202805,0.19202804565429688
2016-03-29,FOODS_1_080,CA_1,FOODS_1,FOODS,0,0.82695323,0.8269532322883606
2016-03-29,FOODS_1_081,CA_1,FOODS_1,FOODS,5,0.9398427,4.060157299041748
2016-03-29,FOODS_1_082,CA_1,FOODS_1,FOODS,3,6.5000043,3.500004291534424
2016-03-29,FOODS_1_083,CA_1,FOODS_1,FOODS,0,1.4870069,1.4870069026947021
2016-03-29,FOODS_1_084,CA_1,FOODS_1,FOODS,0,0.041988038,0.04198803752660751
2016-03-29,FOODS_1_085,CA_1,FOODS_1,FOODS,11,8.051556,2.948444366455078
2016-03-29,FOODS_1_086,CA_1,FOODS_1,FOODS,0,6.0930247,6.093024730682373
2016-03-29,FOODS_1_087,CA_1,FOODS_1,FOODS,7,2.0050015,4.994998455047607
2016-03-29,FOODS_1_088,CA_1,FOODS_1,FOODS,2,1.1892498,0.8107502460479736
2016-03-29,FOODS_1_089,CA_1,FOODS_1,FOODS,1,0.5405265,0.45947349071502686
2016-03-29,FOODS_1_090,CA_1,FOODS_1,FOODS,0,0.9205453,0.9205452799797058
2016-03-29,FOODS_1_091,CA_1,FOODS_1,FOODS,0,0.037374947,0.03737494722008705
2016-03-29,FOODS_1_092,CA_1,FOODS_1,FOODS,3,1.2089834,1.7910165786743164
2016-03-29,FOODS_1_093,CA_1,FOODS_1,FOODS,0,0.34556985,0.3455698490142822
2016-03-29,FOODS_1_094,CA_1,FOODS_1,FOODS,0,0.7884444,0.7884443998336792
2016-03-29,FOODS_1_095,CA_1,FOODS_1,FOODS,0,0.58612686,0.5861268639564514
2016-03-29,FOODS_1_096,CA_1,FOODS_1,FOODS,0,0.4851926,0.48519259691238403
2016-03-29,FOODS_1_097,CA_1,FOODS_1,FOODS,3,1.8523817,1.147618293762207
2016-03-29,FOODS_1_098,CA_1,FOODS_1,FOODS,0,0.36020288,0.3602028787136078
2016-03-29,FOODS_1_099,CA_1,FOODS_1,FOODS,4,9.473338,5.4733381271362305
2016-03-29,FOODS_1_101,CA_1,FOODS_1,FOODS,0,0.04011053,0.04011052846908569
2016-03-29,FOODS_1_102,CA_1,FOODS_1,FOODS,0,0.6346212,0.6346212029457092
2016-03-30,FOODS_1_001,CA_1,FOODS_1,FOODS,1,0.9374988,0.06250119209289551
2016-03-30,FOODS_1_002,CA_1,FOODS_1,FOODS,0,0.67985016,0.679850161075592
2016-03-30,FOODS_1_003,CA_1,FOODS_1,FOODS,0,0.894148,0.8941479921340942
2016-03-30,FOODS_1_004,CA_1,FOODS_1,FOODS,0,0.04289722,0.04289722070097923
2016-03-30,FOODS_1_005,CA_1,FOODS_1,FOODS,0,1.2526289,1.2526289224624634
2016-03-30,FOODS_1_006,CA_1,FOODS_1,FOODS,2,1.3880563,0.6119437217712402
2016-03-30,FOODS_1_008,CA_1,FOODS_1,FOODS,0,0.50376385,0.5037638545036316
2016-03-30,FOODS_1_009,CA_1,FOODS_1,FOODS,0,0.04016165,0.040161650627851486
2016-03-30,FOODS_1_010,CA_1,FOODS_1,FOODS,0,0.0818017,0.08180169761180878
2016-03-30,FOODS_1_011,CA_1,FOODS_1,FOODS,4,0.96372813,3.036271870136261
2016-03-30,FOODS_1_012,CA_1,FOODS_1,FOODS,2,3.2839127,1.2839126586914062
2016-03-30,FOODS_1_013,CA_1,FOODS_1,FOODS,0,1.5638739,1.5638738870620728
2016-03-30,FOODS_1_014,CA_1,FOODS_1,FOODS,2,1.2489153,0.7510846853256226
2016-03-30,FOODS_1_015,CA_1,FOODS_1,FOODS,0,0.81227773,0.8122777342796326
2016-03-30,FOODS_1_016,CA_1,FOODS_1,FOODS,0,0.106823206,0.10682320594787598
2016-03-30,FOODS_1_017,CA_1,FOODS_1,FOODS,0,0.9008307,0.9008306860923767
2016-03-30,FOODS_1_018,CA_1,FOODS_1,FOODS,5,8.614718,3.614718437194824
2016-03-30,FOODS_1_019,CA_1,FOODS_1,FOODS,3,7.272208,4.272208213806152
2016-03-30,FOODS_1_020,CA_1,FOODS_1,FOODS,1,0.9448533,0.05514669418334961
2016-03-30,FOODS_1_021,CA_1,FOODS_1,FOODS,0,1.8746399,1.874639868736267
2016-03-30,FOODS_1_022,CA_1,FOODS_1,FOODS,0,0.04477473,0.04477472975850105
2016-03-30,FOODS_1_023,CA_1,FOODS_1,FOODS,0,0.8936764,0.8936764001846313
2016-03-30,FOODS_1_024,CA_1,FOODS_1,FOODS,0,0.4737245,0.47372451424598694
2016-03-30,FOODS_1_025,CA_1,FOODS_1,FOODS,0,0.08819808,0.08819808065891266
2016-03-30,FOODS_1_026,CA_1,FOODS_1,FOODS,0,0.047155123,0.047155123203992844
2016-03-30,FOODS_1_027,CA_1,FOODS_1,FOODS,3,1.6392794,1.3607206344604492
2016-03-30,FOODS_1_028,CA_1,FOODS_1,FOODS,0,0.04190996,0.04190995916724205
2016-03-30,FOODS_1_029,CA_1,FOODS_1,FOODS,0,0.37374923,0.3737492263317108
2016-03-30,FOODS_1_030,CA_1,FOODS_1,FOODS,0,0.6297212,0.6297212243080139
2016-03-30,FOODS_1_031,CA_1,FOODS_1,FOODS,1,0.97031856,0.02968144416809082
2016-03-30,FOODS_1_032,CA_1,FOODS_1,FOODS,0,1.6981121,1.6981121301651
2016-03-30,FOODS_1_033,CA_1,FOODS_1,FOODS,1,0.8867972,0.11320281028747559
2016-03-30,FOODS_1_034,CA_1,FOODS_1,FOODS,0,0.48210153,0.48210152983665466
2016-03-30,FOODS_1_035,CA_1,FOODS_1,FOODS,4,1.8400788,2.159921169281006
2016-03-30,FOODS_1_036,CA_1,FOODS_1,FOODS,1,1.7484443,0.7484443187713623
2016-03-30,FOODS_1_037,CA_1,FOODS_1,FOODS,2,1.2397953,0.7602046728134155
2016-03-30,FOODS_1_038,CA_1,FOODS_1,FOODS,0,0.37884882,0.3788488209247589
2016-03-30,FOODS_1_039,CA_1,FOODS_1,FOODS,0,0.76383424,0.7638342380523682
2016-03-30,FOODS_1_040,CA_1,FOODS_1,FOODS,0,2.514655,2.514655113220215
2016-03-30,FOODS_1_041,CA_1,FOODS_1,FOODS,3,1.0051265,1.9948735237121582
2016-03-30,FOODS_1_042,CA_1,FOODS_1,FOODS,5,3.366254,1.6337459087371826
2016-03-30,FOODS_1_043,CA_1,FOODS_1,FOODS,0,0.04289722,0.04289722070097923
2016-03-30,FOODS_1_044,CA_1,FOODS_1,FOODS,0,0.04190996,0.04190995916724205
2016-03-30,FOODS_1_045,CA_1,FOODS_1,FOODS,0,1.1669074,1.1669074296951294
2016-03-30,FOODS_1_046,CA_1,FOODS_1,FOODS,2,8.377724,6.377723693847656
2016-03-30,FOODS_1_047,CA_1,FOODS_1,FOODS,2,0.6722521,1.327747881412506
2016-03-30,FOODS_1_048,CA_1,FOODS_1,FOODS,0,0.46089742,0.46089741587638855
2016-03-30,FOODS_1_049,CA_1,FOODS_1,FOODS,0,0.81066227,0.8106622695922852
2016-03-30,FOODS_1_050,CA_1,FOODS_1,FOODS,1,0.9771454,0.022854626178741455
2016-03-30,FOODS_1_051,CA_1,FOODS_1,FOODS,0,0.28020427,0.28020426630973816
2016-03-30,FOODS_1_052,CA_1,FOODS_1,FOODS,3,1.2106465,1.7893534898757935
2016-03-30,FOODS_1_053,CA_1,FOODS_1,FOODS,0,0.23390572,0.23390571773052216
2016-03-30,FOODS_1_054,CA_1,FOODS_1,FOODS,0,1.6622493,1.6622493267059326
2016-03-30,FOODS_1_055,CA_1,FOODS_1,FOODS,1,1.588539,0.5885390043258667
2016-03-30,FOODS_1_056,CA_1,FOODS_1,FOODS,0,0.04016165,0.040161650627851486
2016-03-30,FOODS_1_057,CA_1,FOODS_1,FOODS,0,0.04016165,0.040161650627851486
2016-03-30,FOODS_1_058,CA_1,FOODS_1,FOODS,0,0.04289722,0.04289722070097923
2016-03-30,FOODS_1_059,CA_1,FOODS_1,FOODS,0,0.15906489,0.1590648889541626
2016-03-30,FOODS_1_060,CA_1,FOODS_1,FOODS,1,0.86560154,0.1343984603881836
2016-03-30,FOODS_1_061,CA_1,FOODS_1,FOODS,3,1.5035214,1.49647855758667
2016-03-30,FOODS_1_062,CA_1,FOODS_1,FOODS,0,0.9295254,0.9295253753662109
2016-03-30,FOODS_1_063,CA_1,FOODS_1,FOODS,1,1.2813518,0.28135180473327637
2016-03-30,FOODS_1_064,CA_1,FOODS_1,FOODS,0,0.8833362,0.8833361864089966
2016-03-30,FOODS_1_065,CA_1,FOODS_1,FOODS,0,0.49043283,0.49043282866477966
2016-03-30,FOODS_1_066,CA_1,FOODS_1,FOODS,0,1.071466,1.0714659690856934
2016-03-30,FOODS_1_067,CA_1,FOODS_1,FOODS,7,1.786551,5.213449001312256
2016-03-30,FOODS_1_068,CA_1,FOODS_1,FOODS,0,0.24129172,0.24129171669483185
2016-03-30,FOODS_1_069,CA_1,FOODS_1,FOODS,0,1.7065791,1.7065790891647339
2016-03-30,FOODS_1_070,CA_1,FOODS_1,FOODS,0,0.7161017,0.7161017060279846
2016-03-30,FOODS_1_071,CA_1,FOODS_1,FOODS,1,0.879657,0.12034302949905396
2016-03-30,FOODS_1_072,CA_1,FOODS_1,FOODS,0,0.04477473,0.04477472975850105
2016-03-30,FOODS_1_073,CA_1,FOODS_1,FOODS,0,1.0393132,1.0393131971359253
2016-03-30,FOODS_1_074,CA_1,FOODS_1,FOODS,0,1.6676124,1.6676124334335327
2016-03-30,FOODS_1_075,CA_1,FOODS_1,FOODS,0,1.3589333,1.3589333295822144
2016-03-30,FOODS_1_076,CA_1,FOODS_1,FOODS,4,1.2802598,2.719740152359009
2016-03-30,FOODS_1_077,CA_1,FOODS_1,FOODS,0,0.16285765,0.16285765171051025
2016-03-30,FOODS_1_078,CA_1,FOODS_1,FOODS,0,0.9880369,0.9880368709564209
2016-03-30,FOODS_1_079,CA_1,FOODS_1,FOODS,0,0.15112287,0.15112286806106567
2016-03-30,FOODS_1_080,CA_1,FOODS_1,FOODS,0,0.8097364,0.8097363710403442
2016-03-30,FOODS_1_081,CA_1,FOODS_1,FOODS,1,1.1722776,0.172277569770813
