date,item_id,sales,q1,q3,lower_threshold,upper_threshold,is_anomaly
2011-11-12,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2011-11-13,FOODS_1_001,6,0.0,1.0,-1.5,2.5,True
2011-11-14,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2011-11-15,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2011-11-16,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2011-11-17,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2011-11-18,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2011-11-19,FOODS_1_001,3,0.0,1.0,-1.5,2.5,True
2011-11-20,FOODS_1_001,4,0.0,1.0,-1.5,2.5,True
2011-11-21,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2011-11-22,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2011-11-23,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2011-11-24,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2011-11-25,FOODS_1_001,2,0.0,1.0,-1.5,2.5,False
2011-11-26,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2011-11-27,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2011-11-28,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2011-11-29,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2011-11-30,FOODS_1_001,8,0.0,1.0,-1.5,2.5,True
2011-12-01,FOODS_1_001,3,0.0,1.0,-1.5,2.5,True
2011-12-02,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2011-12-03,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2011-12-04,FOODS_1_001,5,0.0,1.0,-1.5,2.5,True
2011-12-05,FOODS_1_001,3,0.0,1.0,-1.5,2.5,True
2011-12-06,FOODS_1_001,2,0.0,1.0,-1.5,2.5,False
2011-12-07,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2011-12-08,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2011-12-09,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2011-12-10,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2011-12-11,FOODS_1_001,2,0.0,1.0,-1.5,2.5,False
2011-12-12,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2011-12-13,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2011-12-14,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2011-12-15,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2011-12-16,FOODS_1_001,2,0.0,1.0,-1.5,2.5,False
2011-12-17,FOODS_1_001,2,0.0,1.0,-1.5,2.5,False
2011-12-18,FOODS_1_001,6,0.0,1.0,-1.5,2.5,True
2011-12-19,FOODS_1_001,2,0.0,1.0,-1.5,2.5,False
2011-12-20,FOODS_1_001,3,0.0,1.0,-1.5,2.5,True
2011-12-21,FOODS_1_001,5,0.0,1.0,-1.5,2.5,True
2011-12-22,FOODS_1_001,3,0.0,1.0,-1.5,2.5,True
2011-12-23,FOODS_1_001,5,0.0,1.0,-1.5,2.5,True
2011-12-24,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2011-12-25,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2011-12-26,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2011-12-27,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2011-12-28,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2011-12-29,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2011-12-30,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2011-12-31,FOODS_1_001,2,0.0,1.0,-1.5,2.5,False
2012-01-01,FOODS_1_001,2,0.0,1.0,-1.5,2.5,False
2012-01-02,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-01-03,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-01-04,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2012-01-05,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2012-01-06,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-01-07,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2012-01-08,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-01-09,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-01-10,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-01-11,FOODS_1_001,2,0.0,1.0,-1.5,2.5,False
2012-01-12,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-01-13,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2012-01-14,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-01-15,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2012-01-16,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2012-01-17,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2012-01-18,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-01-19,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-01-20,FOODS_1_001,4,0.0,1.0,-1.5,2.5,True
2012-01-21,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2012-01-22,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2012-01-23,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-01-24,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-01-25,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-01-26,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-01-27,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-01-28,FOODS_1_001,2,0.0,1.0,-1.5,2.5,False
2012-01-29,FOODS_1_001,4,0.0,1.0,-1.5,2.5,True
2012-01-30,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-01-31,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2012-02-01,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-02-02,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-02-03,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-02-04,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-02-05,FOODS_1_001,2,0.0,1.0,-1.5,2.5,False
2012-02-06,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-02-07,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-02-08,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2012-02-09,FOODS_1_001,2,0.0,1.0,-1.5,2.5,False
2012-02-10,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-02-11,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2012-02-12,FOODS_1_001,3,0.0,1.0,-1.5,2.5,True
2012-02-13,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-02-14,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-02-15,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-02-16,FOODS_1_001,2,0.0,1.0,-1.5,2.5,False
2012-02-17,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-02-18,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-02-19,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-02-20,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-02-21,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2012-02-22,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2012-02-23,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-02-24,FOODS_1_001,4,0.0,1.0,-1.5,2.5,True
2012-02-25,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-02-26,FOODS_1_001,3,0.0,1.0,-1.5,2.5,True
2012-02-27,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2012-02-28,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-02-29,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2012-03-01,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2012-03-02,FOODS_1_001,2,0.0,1.0,-1.5,2.5,False
2012-03-03,FOODS_1_001,3,0.0,1.0,-1.5,2.5,True
2012-03-04,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-03-05,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
2012-03-06,FOODS_1_001,1,0.0,1.0,-1.5,2.5,False
2012-03-07,FOODS_1_001,0,0.0,1.0,-1.5,2.5,False
